ds,yhat
2024-07-15,8587.016951261547
2024-07-16,8577.656141480318
2024-08-19,8421.858399812187
2024-08-20,8437.617587465913
2024-08-21,8514.114439122604
2024-08-22,8698.573286821054
2024-08-23,8783.460161343477
2024-08-24,14945.426531361136
2024-08-25,-7786.872361813603
2024-08-26,8172.733912118781
2024-08-27,8168.816730479641
2024-08-28,8230.151303253388
2024-08-29,8414.610150934863
2024-08-30,8499.497025439476
2024-08-31,14661.463395441766
2024-09-01,-8070.835497715397
2024-09-02,7888.770776246452
2024-09-03,7884.853594590561
2024-09-04,7946.1881672931895
2024-09-05,8130.647015048669
2024-09-06,8215.533889567338
2024-09-07,14377.500259583623
2024-09-08,-8354.798633598402
2024-09-09,7604.807640349264
2024-09-10,7600.890458701482
2024-09-11,7662.225031423973
2024-09-12,7846.6838791419505
2024-09-13,7931.570753695199
2024-09-14,14093.537123678743
2024-09-15,-8638.761769494438
2024-09-16,7320.844504452074
2024-09-17,7316.927322773359
2024-09-18,7378.261895534929
2024-09-19,7562.720743212829
2024-09-20,7647.607617791197
2024-09-21,13809.573987773862
2024-09-22,-8922.724905401989
