ds,yhat
2024-03-22,5077.300751784982
2024-07-15,5896.757163017718
2024-07-16,5923.707874499712
2024-08-19,5965.907945554863
2024-08-20,5991.758656708847
2024-08-21,6033.2011465829355
2024-08-22,6047.747806650092
2024-08-23,6033.052310447255
2024-08-24,-16213.014759549504
2024-08-25,14931.330910614683
2024-08-26,5979.522653074608
2024-08-27,6005.373357164101
2024-08-28,6046.815839724082
2024-08-29,6061.362499818649
2024-08-30,6046.667003627096
2024-08-31,-16199.400066355414
2024-09-01,14944.945603804827
2024-09-02,5993.137346219589
2024-09-03,6018.988050328913
2024-09-04,6060.430532991563
2024-09-05,6074.977192987206
2024-09-06,6060.281696772363
2024-09-07,-16185.785373194689
2024-09-08,14958.56029693196
2024-09-09,6006.752039408754
2024-09-10,6032.602743493728
2024-09-11,6074.04522613271
2024-09-12,6088.591886168763
2024-09-13,6073.896389917625
2024-09-14,-16172.170680008663
2024-09-15,14972.174990102058
2024-09-16,6020.366732597923
2024-09-17,6046.217436718117
2024-09-18,6087.659919300298
2024-09-19,6102.206579391565
2024-09-20,6087.511083097468
2024-09-21,-16158.555986822646
2024-09-22,14985.789683312249
